id_partido,equipo,minutos,puntos,T2 encestados,T2 totales,% T2,T3 encestados,T3 totales,% T3,TC encestados,TC totales,% TC,TL encestados,TL totales,% TL,rebotes_ofensivos,rebotes_defensivos,rebotes_totales,asistencias,recuperaciones,perdidas,tapones_favor,tapones_contra,mates,faltas_cometidas,faltas_recibidas,valoracion
2341464,GRUPO URETA TIZONA BURGOS,200:00,74,21,38,55.3,6,21,28.6,27,59,45.8,14,17,82.4,5,18,23,5,4,11,1,0,1,24,25,62
2341465,RIOVERDE CLAVIJO,200:00,62,15,29,51.7,6,24,25.0,21,53,39.6,14,21,66.7,7,20,27,14,5,19,4,0,2,32,22,44
2341465,REAL BETIS BALONCESTO,200:00,56,13,29,44.8,4,22,18.2,17,51,33.3,18,36,50.0,9,22,31,4,7,18,0,4,0,22,32,38
2341466,MOVISTAR ESTUDIANTES,200:00,76,20,42,47.6,5,15,33.3,25,57,43.9,21,27,77.8,9,17,26,10,5,9,2,3,0,20,28,80
2341466,ALIMERKA OVIEDO BALONCESTO,200:00,87,16,28,57.1,14,28,50.0,30,56,53.6,13,20,65.0,8,24,32,15,2,10,3,2,0,28,20,88
2341467,GRUPO ALEGA CANTABRIA,225:00,76,13,41,31.7,11,37,29.7,24,78,30.8,17,24,70.8,17,32,49,19,9,13,1,0,1,23,22,79
2341467,CLUB OURENSE BALONCESTO,225:00,80,24,48,50.0,5,20,25.0,29,68,42.6,17,26,65.4,7,35,42,14,7,14,0,1,1,22,23,82
2341468,UEMC REAL VALLADOLID BALONCESTO,200:00,70,13,31,41.9,8,24,33.3,21,55,38.2,20,30,66.7,14,22,36,8,4,9,8,1,1,15,25,83
2341468,HESTIA MENORCA,200:00,66,15,43,34.9,9,26,34.6,24,69,34.8,9,12,75.0,13,18,31,11,4,6,1,8,5,26,14,47
2341469,MELILLA CIUDAD DEL DEPORTE,200:00,65,17,38,44.7,8,24,33.3,25,62,40.3,7,9,77.8,7,22,29,16,2,15,0,2,1,18,16,56
2341469,BALONCESTO FUENLABRADA,200:00,87,20,38,52.6,11,26,42.3,31,64,48.4,14,15,93.3,9,27,36,22,8,9,2,0,1,16,18,114
2341470,HLA ALICANTE,200:00,54,11,31,35.5,6,35,17.1,17,66,25.8,14,16,87.5,11,21,32,8,8,16,3,2,2,18,17,37
2341470,UEMC REAL VALLADOLID BALONCESTO,200:00,75,20,37,54.1,9,27,33.3,29,64,45.3,8,16,50.0,10,31,41,15,10,17,2,3,2,18,18,83
2341471,HESTIA MENORCA,200:00,85,24,43,55.8,8,21,38.1,32,64,50.0,13,17,76.5,13,23,36,15,8,11,4,2,4,27,23,97
2341471,AMICS CASTELLÓ,200:00,65,17,39,43.6,3,15,20.0,20,54,37.0,22,34,64.7,11,16,27,11,4,14,2,4,2,23,27,53
2341472,CACERES PATRIMONIO DE LA HUMANIDAD,200:00,90,22,41,53.7,12,25,48.0,34,66,51.5,10,16,62.5,9,23,32,21,10,10,2,1,2,26,19,100
2341472,MELILLA CIUDAD DEL DEPORTE,200:00,76,22,42,52.4,4,15,26.7,26,57,45.6,20,22,90.9,4,23,27,12,6,14,1,2,1,19,26,82
2341473,LEYMA CORUÑA,200:00,119,29,35,82.9,13,29,44.8,42,64,65.6,22,24,91.7,9,21,30,28,8,12,0,0,0,30,22,141
2341473,GRUPO ALEGA CANTABRIA,200:00,90,24,40,60.0,6,23,26.1,30,63,47.6,24,34,70.6,12,10,22,15,8,15,0,0,1,23,30,84
2341474,ICG FORÇA LLEIDA,200:00,66,18,37,48.6,4,24,16.7,22,61,36.1,18,26,69.2,14,16,30,11,11,20,1,2,1,20,31,63
2341474,GRUPO URETA TIZONA BURGOS,200:00,86,17,32,53.1,13,31,41.9,30,63,47.6,13,19,68.4,15,22,37,24,11,19,2,1,3,33,20,89
2341475,BALONCESTO FUENLABRADA,200:00,64,19,44,43.2,5,23,21.7,24,67,35.8,11,15,73.3,11,27,38,9,6,11,1,5,0,23,20,57
2341475,LONGEVIDA SAN PABLO BURGOS,200:00,72,16,29,55.2,9,30,30.0,25,59,42.4,13,24,54.2,5,30,35,16,7,11,5,1,5,20,23,82
2341476,CLUB OURENSE BALONCESTO,200:00,68,13,27,48.1,11,19,57.9,24,46,52.2,9,21,42.9,9,22,31,22,7,18,1,3,0,14,24,87
2341476,RIOVERDE CLAVIJO,200:00,51,10,25,40.0,9,33,27.3,19,58,32.8,4,7,57.1,10,17,27,17,13,15,3,1,2,24,14,44
2341477,ALIMERKA OVIEDO BALONCESTO,200:00,81,13,32,40.6,14,33,42.4,27,65,41.5,13,17,76.5,13,12,25,19,5,13,1,3,1,26,20,70
2341477,GUUK GIPUZKOA BASKET,200:00,86,24,36,66.7,7,19,36.8,31,55,56.4,17,28,60.7,11,20,31,25,5,13,3,1,0,20,26,108
2341478,REAL BETIS BALONCESTO,200:00,77,14,35,40.0,12,27,44.4,26,62,41.9,13,16,81.3,12,21,33,15,5,18,0,0,1,24,16,65
2341478,MOVISTAR ESTUDIANTES,200:00,86,21,30,70.0,10,27,37.0,31,57,54.4,14,17,82.4,6,21,27,19,11,10,0,0,0,16,24,112
2341479,GRUPO URETA TIZONA BURGOS,200:00,109,21,35,60.0,14,22,63.6,35,57,61.4,25,30,83.3,9,20,29,16,6,16,1,4,2,23,26,121
2341479,ALIMERKA OVIEDO BALONCESTO,200:00,93,18,30,60.0,13,30,43.3,31,60,51.7,18,23,78.3,5,11,16,12,8,16,4,1,2,26,22,79
2341480,AMICS CASTELLÓ,200:00,81,24,51,47.1,5,19,26.3,29,70,41.4,18,29,62.1,12,23,35,19,8,11,3,3,2,18,26,91
2341480,LONGEVIDA SAN PABLO BURGOS,200:00,94,16,31,51.6,17,38,44.7,33,69,47.8,11,16,68.8,8,34,42,17,9,15,3,3,1,26,18,101
2341481,GUUK GIPUZKOA BASKET,200:00,81,27,48,56.3,5,17,29.4,32,65,49.2,12,20,60.0,18,26,44,13,5,13,0,1,1,21,21,89
2341481,BALONCESTO FUENLABRADA,200:00,70,22,33,66.7,6,27,22.2,28,60,46.7,8,15,53.3,4,13,17,8,3,8,1,0,2,21,21,52
2341482,RIOVERDE CLAVIJO,200:00,64,24,47,51.1,1,12,8.3,25,59,42.4,13,20,65.0,9,23,32,20,7,11,5,2,2,24,21,73
2341482,HESTIA MENORCA,200:00,55,11,34,32.4,6,16,37.5,17,50,34.0,15,23,65.2,11,21,32,10,6,17,2,5,2,21,24,50
2341483,MOVISTAR ESTUDIANTES,200:00,93,23,38,60.5,11,28,39.3,34,66,51.5,14,17,82.4,8,20,28,22,7,9,2,1,1,18,22,112
2341483,HLA ALICANTE,200:00,75,24,47,51.1,5,13,38.5,29,60,48.3,12,20,60.0,11,18,29,10,4,15,1,2,3,22,18,61
2341484,CLUB OURENSE BALONCESTO,200:00,73,15,33,45.5,11,24,45.8,26,57,45.6,10,18,55.6,12,24,36,21,5,17,2,0,0,20,24,85
2341484,CACERES PATRIMONIO DE LA HUMANIDAD,200:00,61,14,34,41.2,9,23,39.1,23,57,40.4,6,10,60.0,10,18,28,19,8,18,0,2,0,24,20,56
2341485,GRUPO ALEGA CANTABRIA,200:00,75,17,46,37.0,11,21,52.4,28,67,41.8,8,14,57.1,7,34,41,13,10,14,0,3,2,20,17,77
2341485,ICG FORÇA LLEIDA,200:00,63,17,38,44.7,5,26,19.2,22,64,34.4,14,21,66.7,7,26,33,12,9,13,3,0,3,18,20,60
2341486,UEMC REAL VALLADOLID BALONCESTO,200:00,94,23,42,54.8,12,24,50.0,35,66,53.0,12,19,63.2,12,19,31,15,5,6,2,2,1,18,23,108
2341486,LEYMA CORUÑA,200:00,111,17,28,60.7,21,33,63.6,38,61,62.3,14,24,58.3,4,20,24,25,2,8,2,2,2,23,18,118
